name,review,wakati,topic number
福知三萬二千石,ただの純米酒とは思えない旨味。果物のようなふくよかな甘さなのに後味はスッキリ辛口で不思議。値段の割にとても美味しいです。仲間内で京都の地酒を飲み比べしましたが、その中でも比較的安価ですが評価は一番でした。贈り物でもリクエストされる方も。やはり高ければ良い訳ではないところが地酒の面白みです。福知山でこんなに美味しいものがあるなんて酒蔵が多い京都の奥深さを感じます。ラベルのシンプルさもまた良い。アルコール度数：15度原材料：米（国産）、米麹（国産）容量：１．８Ｌ天明,ただ   思える 旨味 果物 よう ふくよか 甘い  後味 辛口 不思議 値段  美味しい 仲間  京都 地酒 飲む 比べる する  安価 評価 一番 贈り物 リクエスト する れる  高い 良い  ところ 地酒 面白み 福知山 美味しい もの ある 酒蔵 多い 京都 奥深い  感じる ラベル シンプル  良い アルコール 度数       原材料      国産        国産   容量           天明,23
醸し人九平次,開栓直後はピリッとガス感、落ち着いたイチゴがフワッと、すぐさまサクランボの香味が優しく包み込む。果実的ハーモニーが紡がれながらも穏やかな酸がしっかりしてるので、色々なアテと合わせやすい。久しぶりに九平次飲みましたが旨いです。田酒,  直後 ガス  落ち着く イチゴ サクランボ 香味 優しい 包み込む 果実  ハーモニー 紡ぐ れる 穏やか  する てる   アテ 合わせる やすい 久しぶり 九平 飲む 旨い  ,20
ゆきの美人,精米歩合55％の純米吟醸生酒グラスに炭酸の細かい泡が付くわずかに重いマスカットのような感じの香りがするあまり甘くなく､炭酸のせいか少しの酸味とうまみ､後に軽い渋みというか苦味が残る純米吟醸の生酒なのでもう少しフレッシュ感を期待していたのだが､甘さ香りともに少なく感じ､軽い味わいの純米酒という印象女鳥羽の泉,精米 歩合       吟醸 生酒 グラス 炭酸 細かい  付く 重い マスカット よう 感じ 香り する あまり 甘い 炭酸 せい 酸味 うまみ 軽い 渋み いう 苦味 残る  吟醸 生酒 フレッシュ  期待 する いる  甘い  香り とも 少ない 感じる 軽い 味わい   印象 女鳥羽 ,25
アルプス正宗,精米歩合39％原材料名米、米麹、醸造アルコール原料産地兵庫県産山田錦全量使用アルコール分15%山形正宗,精米 歩合      原材料     醸造 アルコール 原料 産地 兵庫   山田  全量 使用 アルコール       山形 正宗,32
門外不出,鬼怒川温泉に行った際、まさかのホテルに日本酒売っておらず、歩いて５分のコンビニで購入。グラスに注ぐとやや黄色がかっている。味わいはシャープで旨味はしっかり感じられるものの、総じてドライな印象が強くヒケにはツンとピリ辛が来る。旅行先の２次会部屋飲みでワイガヤと飲る感じには丁度良い力強さがある。,鬼怒川温泉 行く  ホテル 日本  売る おる 歩く   分の コンビニ 購入 グラス 注ぐ 黄色 かう いる 味わい シャープ 旨味 感じる られる ドライ 印象 強い ヒケ ピリ  来る 旅行      部屋 飲みで ワイガヤ  感じ 良い 力強い  ある,25
吾妻嶺,精米歩合50％南部流純米造り岩手は紫波のお酒です。岩手のお酒はあまりよく知らなかったけど、たくさんのおいしい個性的なお酒が造られています。派手さはないが、しっかりとした旨みの純米吟醸酒です。香り、酸味も控えめで、食中酒には最適ですね。明鏡止水,精米 歩合      南部   造り 岩手 紫波  岩手  知る たくさん おいしい 個性   造る れる いる 派手  ない する 旨み  吟醸  香り 酸味 控えめ    最適 明鏡止水,34
鳳凰美田,旨い?豊潤な薫り。さわやかな甘さ且つフルーティースッキリした喉ごし！旨過ぎる！今まで最高の一品です!寫楽,旨い   豊潤 薫り さわやか 甘い  フルーティー する  する   旨い 過ぎる    最高 一品   寫楽,2
獺祭,あまり興味はなかったが手元に入る機会があったので買ってみた冷蔵庫に入れてあったためか香りはわずかにフルーティやや酸味のあるしっかりとした辛口とうまみ少し温くなったあたりでさらに強く味が出てくる今年の暑い室温(30度)は酸味が強く出てしまう濃厚な味で良い酒とは思うが､純米大吟醸というのを考えると世間で騒がれているほどでもないと思う霧筑波,興味 ない 手元 入る 機会 ある 買う みる 冷蔵庫 入れる ある ため 香り フルーティ 酸味 ある する 辛口 うまみ 温い なる あたり 強い  出る くる 今年 暑い 室温         酸味 強い 出る しまう 濃厚  良い  思う  吟醸  考える 世間 騒ぐ れる いる ない 思う  筑波,34
日高見,含むとマスカット香が優しくほんのりフワッと、香り穏やかにすぐさまシュッと締まってドライにヒケます。魚貝はもちろん、今日は鰻と合わせてみたらめっちゃ合う！純米大吟スペックだが価格はお買い得。ＣＰ良いっす！この価格のカジュアル感を意気に、色々なアテと飲み尽くしたい。旨いっす～。九頭龍,含む マスカット  優しい 香り 穏やか シュッ 締まる ドライ ヒケ   今日  合わせる みる 合う      スペック 価格 お買い得    良い   価格 カジュアル  意気   アテ 飲む 尽くす 旨い   ,3
雅山流,精米歩合40%の純米大吟醸フレッシュ&フルーティな香りが控えめに漂う口に含んだ感じはやや甘く､濃厚で後に引く重さがあるアルコールは16%.農口尚彦研究所,精米 歩合       吟醸 フレッシュ   フルーティ 香り 控えめ 漂う  含む 感じ 甘い 濃厚  引く 重い  ある アルコール         尚彦 研究所,17
一白水成,タッチはしっとりと穏やかに、そこからジューシーでボリューム感ある白ワイン的マスカットの香味、チリチリっと来るフレッシュな酸、キレ良い余韻。適度に目立つ酸が心地良いのでこの暑い夏の食中酒としても良い。高貴な華やかさと日常性のあるフルーティーさが、親しみやすくもありながら、ハレの日の一本にもチョイスしたいような、どんな場面にも合う美酒かと思います。播州一献,タッチ 穏やか そこ ジューシー ボリューム  ある  ワイン  マスカット 香味 チリ チリ 来る フレッシュ  キレ 良い 余韻 適度 目立つ  心地 良い 暑い     良い 高貴 華やかさ 日常  ある フルーティー  親しむ やすい ある ハレ    チョイス する よう 場面 合う 美酒 思う 播州 一献,20
山本,開栓した瞬間、シュバッと勢い良く溢れだしました。こんな活きの良いの久しぶりだ～（笑）注ぐときめ細かい泡がプチプチと、含むとシュワシュワと細やかなガス感が心地良く、余韻は少し苦み際立つドライ。時間が落ち着くと仄かなパイナップルの香味とオリの甘味が感じられます。炒め系と合わせると良さそうかな。廣戸川,  する 瞬間 シュバッ 勢い 良い 溢れる だす 活きる 良い 久しぶり      注ぐ きめ細かい  プチプチ 含む シュワシュワ 細やか ガス  心地 良い 余韻 苦み 際立つ ドライ 時間 落ち着く 仄か パイナップル 香味 オリ 甘味 感じる られる 炒める  合わせる 良い  そう  戸川,2
姨捨正宗,冷酒でいただきました。のどに引っ掛からずメチャクチャ飲みやすいです！二人で飲んであっという間に1升空きました。但し、ややあっさり物足りないと思う方もいるかもしれません。次は燗で試したいと思います！喜正,冷酒 いただく のど 引っ掛かる メチャクチャ 飲む やすい     飲む    空く 物足りない 思う  いる しれる   試す 思う   喜正,3
